split,clip,frame,n_pred,n_gt,gospa,gospa_normalized,missed,false,direction
test,SNGS-117,000554.jpg,15,16,255.1616797671067,15.947604985444169,5,4,M
test,SNGS-121,000339.jpg,16,16,332.1500896432582,20.759380602703636,8,8,M
test,SNGS-123,000106.jpg,17,16,159.65959028946466,9.978724393091541,0,1,M
test,SNGS-125,000275.jpg,13,17,277.62250771682216,16.33073574804836,9,5,M
test,SNGS-126,000427.jpg,0,17,255.0,15.0,17,0,M
test,SNGS-130,000048.jpg,0,17,255.0,15.0,17,0,M
test,SNGS-131,000306.jpg,19,19,252.03527056767467,13.26501424040393,5,5,M
test,SNGS-132,000403.jpg,16,16,211.9221716569691,13.24513572856057,4,4,M
test,SNGS-133,000022.jpg,15,16,322.53084721009634,20.15817795063102,7,6,M
test,SNGS-134,000569.jpg,22,16,399.1060915924422,24.94413072452764,6,12,M
test,SNGS-137,000238.jpg,16,16,244.3630144989887,15.272688406186793,2,2,M
test,SNGS-139,000278.jpg,14,16,287.07458601134823,17.942161625709264,7,5,M
test,SNGS-142,000264.jpg,0,17,255.0,15.0,17,0,M
test,SNGS-145,000291.jpg,15,19,428.73894175305713,22.56520746068722,12,8,M
test,SNGS-147,000220.jpg,15,16,251.1267960777738,15.695424754860863,4,3,M
test,SNGS-148,000057.jpg,0,16,240.0,15.0,16,0,M
test,SNGS-150,000140.jpg,19,18,356.54908905720924,19.808282725400513,5,6,M
test,SNGS-189,000256.jpg,20,19,325.39102477045344,17.125843408971235,7,8,M
test,SNGS-198,000281.jpg,18,18,390.45003209722614,21.691668449845896,9,9,M
test,SNGS-199,000507.jpg,20,19,295.0254787640057,15.52765677705293,6,7,M
test,SNGS-200,000152.jpg,0,16,240.0,15.0,16,0,M
valid,SNGS-021,000302.jpg,0,16,240.0,15.0,16,0,M
valid,SNGS-024,000215.jpg,16,16,329.1478636930989,20.57174148081868,6,6,M
valid,SNGS-025,000593.jpg,0,17,255.0,15.0,17,0,M
valid,SNGS-026,000257.jpg,0,16,240.0,15.0,16,0,M
valid,SNGS-029,000469.jpg,17,17,354.32704520289667,20.842767364876273,7,7,M
valid,SNGS-053,000001.jpg,20,19,326.2610565943589,17.171634557597837,4,5,M
valid,SNGS-055,000001.jpg,16,16,408.88006255369385,25.555003909605865,10,10,M
valid,SNGS-078,000211.jpg,17,17,262.2590321255293,15.427001889737017,5,5,M
valid,SNGS-083,000200.jpg,0,16,240.0,15.0,16,0,M
test,SNGS-116,000552.jpg,6,6,152.2704023480445,25.37840039134075,4,4,M
test,SNGS-119,000317.jpg,0,7,105.0,15.0,7,0,M
test,SNGS-120,000370.jpg,11,10,206.1089121737353,20.610891217373528,3,4,M
test,SNGS-128,000071.jpg,8,10,190.8699842849418,19.08699842849418,5,3,M
test,SNGS-129,000276.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-133,000155.jpg,0,9,135.0,15.0,9,0,M
test,SNGS-135,000431.jpg,6,6,156.71267715540017,26.118779525900027,4,4,M
test,SNGS-137,000201.jpg,0,6,90.0,15.0,6,0,M
test,SNGS-141,000069.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-142,000540.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-146,000181.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-147,000194.jpg,5,6,101.06663344394727,16.844438907324545,2,1,M
test,SNGS-148,000121.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-189,000320.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-192,000484.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-193,000563.jpg,11,10,223.31140796288219,22.331140796288217,5,6,M
test,SNGS-196,000185.jpg,11,10,295.22202900887595,29.522202900887596,8,9,M
test,SNGS-199,000584.jpg,0,9,135.0,15.0,9,0,M
valid,SNGS-021,000244.jpg,0,10,150.0,15.0,10,0,M
valid,SNGS-026,000284.jpg,0,9,135.0,15.0,9,0,M
valid,SNGS-031,000222.jpg,0,10,150.0,15.0,10,0,M
valid,SNGS-032,000173.jpg,10,10,219.4545546427059,21.945455464270587,4,4,M
valid,SNGS-033,000561.jpg,9,10,190.43009244185464,19.043009244185463,6,5,M
valid,SNGS-051,000203.jpg,5,7,151.16565194617323,21.595093135167605,4,2,M
valid,SNGS-054,000530.jpg,0,10,150.0,15.0,10,0,M
valid,SNGS-055,000299.jpg,0,10,150.0,15.0,10,0,M
valid,SNGS-057,000322.jpg,9,9,149.52628624026124,16.61403180447347,1,1,M
valid,SNGS-078,000442.jpg,16,10,245.39307377767113,24.539307377767113,2,8,M
valid,SNGS-079,000412.jpg,0,10,150.0,15.0,10,0,M
valid,SNGS-085,000679.jpg,10,10,184.39627406123978,18.43962740612398,3,3,M
valid,SNGS-087,000521.jpg,11,10,253.94724424117854,25.394724424117854,5,6,M
valid,SNGS-092,000191.jpg,11,10,215.12035989775103,21.512035989775104,4,5,M
valid,SNGS-095,000272.jpg,0,10,150.0,15.0,10,0,M
test,SNGS-119,000081.jpg,5,5,96.16511518878335,19.23302303775667,3,3,R
test,SNGS-119,000156.jpg,5,5,104.65609089227551,20.931218178455104,3,3,R
test,SNGS-119,000232.jpg,5,5,123.52285015336804,24.704570030673608,2,2,R
test,SNGS-125,000343.jpg,4,4,96.10794111113134,24.026985277782835,2,2,R
test,SNGS-125,000403.jpg,3,3,58.64347078319517,19.54782359439839,1,1,R
test,SNGS-125,000463.jpg,4,4,88.52645541119628,22.13161385279907,2,2,R
test,SNGS-139,000735.jpg,5,5,137.09812878705088,27.419625757410177,2,2,R
test,SNGS-139,000739.jpg,5,5,133.785186532961,26.757037306592203,2,2,R
test,SNGS-139,000743.jpg,5,5,133.22990006793177,26.645980013586353,2,2,R
test,SNGS-139,000747.jpg,5,5,132.36006933840346,26.472013867680694,2,2,R
test,SNGS-140,000373.jpg,5,5,136.69904656845642,27.339809313691283,4,4,R
test,SNGS-140,000404.jpg,6,4,99.99551566527553,24.998878916318883,0,2,R
test,SNGS-140,000435.jpg,5,4,89.98227317816902,22.495568294542256,1,2,R
test,SNGS-143,000348.jpg,5,5,135.2262166340687,27.04524332681374,3,3,R
test,SNGS-143,000395.jpg,5,5,126.39893974447716,25.279787948895432,3,3,R
test,SNGS-143,000442.jpg,4,4,115.04295405680774,28.760738514201936,3,3,R
valid,SNGS-030,000661.jpg,5,5,125.54075821563981,25.10815164312796,4,4,R
valid,SNGS-030,000683.jpg,5,5,129.569929175505,25.913985835101,4,4,R
valid,SNGS-030,000706.jpg,5,5,128.2384918155377,25.647698363107544,4,4,R
valid,SNGS-030,000728.jpg,5,5,130.18200846143526,26.03640169228705,4,4,R
valid,SNGS-033,000260.jpg,5,5,122.78337325370441,24.55667465074088,4,4,R
valid,SNGS-033,000356.jpg,4,4,77.69217163480205,19.423042908700513,2,2,R
valid,SNGS-033,000452.jpg,5,5,128.70254214332053,25.740508428664107,4,4,R
valid,SNGS-051,000001.jpg,5,5,124.62764661508201,24.925529323016402,4,4,R
valid,SNGS-051,000066.jpg,4,4,95.15660437312343,23.789151093280857,3,3,R
valid,SNGS-051,000131.jpg,4,4,96.0386583732585,24.009664593314625,3,3,R
valid,SNGS-087,000727.jpg,5,5,150.0,30.0,5,5,R
valid,SNGS-087,000730.jpg,5,5,150.0,30.0,5,5,R
valid,SNGS-087,000733.jpg,4,5,135.0,27.0,5,4,R
valid,SNGS-087,000736.jpg,5,5,150.0,30.0,5,5,R
valid,SNGS-095,000342.jpg,5,5,107.58840661721646,21.51768132344329,3,3,R
valid,SNGS-095,000376.jpg,6,5,129.86078900171702,25.972157800343403,3,4,R
valid,SNGS-095,000410.jpg,4,4,94.53800364599907,23.634500911499767,3,3,R
test,SNGS-116,000201.jpg,73,15,1107.3419314535063,73.82279543023375,0,58,R
test,SNGS-117,000001.jpg,14,14,321.99722401476566,22.999801715340404,8,8,R
test,SNGS-118,000161.jpg,19,12,315.40657401571355,26.28388116797613,2,9,R
test,SNGS-120,000111.jpg,11,11,249.97426509367952,22.7249331903345,5,5,R
test,SNGS-121,000393.jpg,16,15,321.2415312569077,21.41610208379385,7,8,R
test,SNGS-123,000367.jpg,0,15,225.0,15.0,15,0,R
test,SNGS-132,000312.jpg,12,12,217.49940759284456,18.124950632737047,4,4,R
test,SNGS-133,000058.jpg,14,14,235.54571049581145,16.824693606843674,5,5,R
test,SNGS-140,000303.jpg,13,15,405.43661023742914,27.029107349161944,13,11,R
test,SNGS-141,000169.jpg,48,11,696.6931148846606,63.33573771678733,2,39,R
test,SNGS-147,000743.jpg,11,11,193.32922454308948,17.57538404937177,3,3,R
test,SNGS-149,000627.jpg,0,11,165.0,15.0,11,0,R
test,SNGS-187,000551.jpg,0,14,210.0,15.0,14,0,R
test,SNGS-193,000584.jpg,12,11,249.52592099320546,22.68417463574595,6,7,R
test,SNGS-199,000383.jpg,0,15,225.0,15.0,15,0,R
valid,SNGS-026,000549.jpg,10,11,270.776049437156,24.616004494286912,7,6,R
valid,SNGS-028,000340.jpg,13,12,354.7262326290162,29.56051938575135,8,9,R
valid,SNGS-029,000107.jpg,14,13,283.13817487862457,21.779859606048042,6,7,R
valid,SNGS-032,000241.jpg,14,15,238.4662174051699,15.897747827011328,5,4,R
valid,SNGS-033,000058.jpg,12,11,240.74580625374062,21.88598238670369,4,5,R
valid,SNGS-042,000536.jpg,14,15,365.5286291631226,24.368575277541506,11,10,R
valid,SNGS-043,000552.jpg,14,13,326.41487343754557,25.108836418272737,7,8,R
valid,SNGS-049,000674.jpg,0,15,225.0,15.0,15,0,R
valid,SNGS-052,000705.jpg,13,15,318.50178481440844,21.233452320960563,10,8,R
valid,SNGS-078,000654.jpg,11,11,220.26196688816495,20.02381517165136,5,5,R
valid,SNGS-081,000001.jpg,0,12,180.0,15.0,12,0,R
valid,SNGS-082,000381.jpg,16,15,392.40177604323435,26.16011840288229,11,12,R
valid,SNGS-085,000291.jpg,0,14,210.0,15.0,14,0,R
valid,SNGS-091,000354.jpg,16,15,295.1840251131882,19.67893500754588,4,5,R
valid,SNGS-094,000020.jpg,15,14,316.46207113247067,22.604433652319333,6,7,R
valid,SNGS-095,000276.jpg,0,11,165.0,15.0,11,0,R
valid,SNGS-096,000676.jpg,0,15,225.0,15.0,15,0,R
test,SNGS-118,000304.jpg,16,16,321.25960272627805,20.078725170392378,8,8,R
test,SNGS-120,000122.jpg,16,16,333.5855939338605,20.84909962086628,8,8,R
test,SNGS-121,000385.jpg,0,17,255.0,15.0,17,0,R
test,SNGS-123,000547.jpg,16,16,436.6724235285841,27.292026470536506,12,12,R
test,SNGS-129,000001.jpg,17,19,399.49885553192826,21.026255554312012,11,9,R
test,SNGS-130,000001.jpg,18,17,383.0089129540736,22.529936056121976,9,10,R
test,SNGS-133,000057.jpg,0,16,240.0,15.0,16,0,R
test,SNGS-134,000586.jpg,0,16,240.0,15.0,16,0,R
test,SNGS-139,000059.jpg,17,16,354.50159447193323,22.156349654495827,5,6,R
test,SNGS-150,000128.jpg,14,16,349.0098743484682,21.813117146779263,10,8,R
test,SNGS-188,000593.jpg,20,21,285.6053341393525,13.600254006635835,6,5,R
test,SNGS-191,000711.jpg,0,16,240.0,15.0,16,0,R
test,SNGS-197,000390.jpg,16,16,314.3988269674977,19.649926685468607,6,6,R
valid,SNGS-029,000372.jpg,16,16,350.3856397934626,21.89910248709141,8,8,R
valid,SNGS-032,000228.jpg,18,17,298.1880544907432,17.540473793573128,6,7,R
valid,SNGS-033,000073.jpg,15,16,326.2187300889874,20.388670630561712,9,8,R
valid,SNGS-043,000367.jpg,18,18,304.5831136433344,16.921284091296357,7,7,R
valid,SNGS-045,000040.jpg,20,19,366.17467122308267,19.27235111700435,6,7,R
valid,SNGS-048,000571.jpg,18,19,381.03309786547135,20.054373571866915,8,7,R
valid,SNGS-049,000611.jpg,18,18,392.2832576882414,21.79351431601341,9,9,R
valid,SNGS-058,000186.jpg,20,19,318.32913014633147,16.75416474454376,6,7,R
valid,SNGS-059,000099.jpg,22,17,336.4142542360796,19.78907377859292,4,9,R
valid,SNGS-080,000082.jpg,16,16,371.6248512076645,23.22655320047903,9,9,R
valid,SNGS-081,000068.jpg,16,16,334.77882515685906,20.92367657230369,7,7,R
valid,SNGS-082,000001.jpg,16,17,294.00706721203244,17.294533365413674,5,4,R
valid,SNGS-085,000480.jpg,19,18,338.83920489888266,18.824400272160148,6,7,R
valid,SNGS-088,000001.jpg,21,19,324.7828094115797,17.09383207429367,3,5,R
valid,SNGS-090,000122.jpg,0,16,240.0,15.0,16,0,R
valid,SNGS-091,000308.jpg,0,21,315.0,15.0,21,0,R
valid,SNGS-092,000277.jpg,16,17,314.07239668677965,18.474846863928214,7,6,R
valid,SNGS-094,000001.jpg,17,16,296.79322525071603,18.549576578169752,6,7,R
valid,SNGS-096,000076.jpg,22,22,408.4076873170126,18.563985787136936,5,5,R
test,SNGS-116,000429.jpg,0,10,150.0,15.0,10,0,R
test,SNGS-117,000605.jpg,0,8,120.0,15.0,8,0,R
test,SNGS-118,000651.jpg,10,9,244.88606170058026,27.209562411175582,5,6,R
test,SNGS-119,000001.jpg,6,7,145.23022302146828,20.74717471735261,4,3,R
test,SNGS-120,000001.jpg,10,10,276.9661831886299,27.69661831886299,7,7,R
test,SNGS-125,000523.jpg,5,6,93.64272715470032,15.607121192450053,2,1,R
test,SNGS-130,000291.jpg,9,10,267.00322983050074,26.700322983050075,7,6,R
test,SNGS-139,000496.jpg,10,10,299.5641456984438,29.956414569844377,9,9,R
test,SNGS-140,000353.jpg,9,10,276.5620903256755,27.656209032567553,9,8,R
test,SNGS-141,000077.jpg,11,10,195.38685798623712,19.53868579862371,3,4,R
test,SNGS-142,000639.jpg,5,6,133.39569120314633,22.23261520052439,4,3,R
test,SNGS-143,000221.jpg,8,7,210.61815413139152,30.08830773305593,6,7,R
test,SNGS-147,000745.jpg,10,10,151.81521712090392,15.181521712090392,3,3,R
test,SNGS-147,000748.jpg,9,9,155.84124215282822,17.315693572536468,3,3,R
test,SNGS-150,000001.jpg,13,10,261.0999715281277,26.10999715281277,3,6,R
valid,SNGS-026,000332.jpg,9,9,192.12873364837,21.34763707204111,3,3,R
valid,SNGS-028,000387.jpg,11,10,293.33823100860286,29.333823100860286,8,9,R
valid,SNGS-029,000141.jpg,10,10,255.02514064244713,25.502514064244714,5,5,R
valid,SNGS-030,000535.jpg,10,10,265.89430696792675,26.589430696792675,7,7,R
valid,SNGS-033,000001.jpg,6,6,160.4961650097179,26.749360834952984,4,4,R
valid,SNGS-037,000323.jpg,11,10,290.92052113282205,29.092052113282204,7,8,R
valid,SNGS-038,000733.jpg,0,10,150.0,15.0,10,0,R
valid,SNGS-042,000566.jpg,0,10,150.0,15.0,10,0,R
valid,SNGS-043,000608.jpg,20,10,359.56681434586505,35.95668143458651,1,11,R
valid,SNGS-051,000197.jpg,6,7,159.87807738289814,22.83972534041402,3,2,R
valid,SNGS-051,000200.jpg,0,8,120.0,15.0,8,0,R
valid,SNGS-056,000733.jpg,11,10,310.67741264252504,31.067741264252504,8,9,R
valid,SNGS-058,000719.jpg,11,10,314.0818074368302,31.408180743683022,9,10,R
valid,SNGS-078,000481.jpg,7,7,174.2678468737088,24.895406696244116,5,5,R
valid,SNGS-087,000561.jpg,7,7,189.33624088137555,27.04803441162508,5,5,R
valid,SNGS-090,000441.jpg,11,10,199.87320044890967,19.987320044890968,4,5,R
valid,SNGS-092,000204.jpg,9,9,137.84619808842717,15.316244232047463,3,3,R
valid,SNGS-095,000286.jpg,11,10,197.572317195043,19.7572317195043,3,4,R
